url,title_ko,title_en,date
https://www.youtube.com/watch?v=mjaykPgHfOw&t=23s,,,
https://www.youtube.com/watch?v=i_Ec2IdLvgU&t=81s,,,
https://www.youtube.com/watch?v=GS7ePT-UMhk&t=761s,,,
https://www.youtube.com/watch?v=ml66lKVz-rU&list=PLCCwolEThnnbDmF3zANw7hBTOqDA8Kvon,,,
https://www.youtube.com/watch?v=ag3Q_Ke_CB8&t=437s,,,
https://www.youtube.com/watch?v=Z-BfX1eQti4&t=42s,,,
https://www.youtube.com/watch?v=FI8psiUNWx8&t=26s,,,
