name_ko,name_en,title_ko,title_en,bio_ko,bio_en
"박준우, CFA","Junoo Park, CFA","채권 Strategist
하나증권
서울, 대한민국","Fixed Income Strategist
Hana Securities
Seoul, South Korea",,
